mod_folder,name,title,manufacturer,description,TechRequired,AA_Tech,category,size_class,size_m,size_source,is_hidden,hidden_reason
StationPartsExpansionRedux,sspx-adjusting-base-cradle-125-1,BR-1 Adjustable Base Cradle,Kerbalmax Industries,"Mounting a pair of legs with a narrow spacing (1.25m), this mount can cradle large modules and individually adjust each leg's extension for easy leveling.",AA_T99_Parking,NYI,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-cradle-1875-1,BR-1B Adjustable Base Cradle,Kerbalmax Industries,"Mounting a pair of legs with a somewhat small 1.875m, this mount can cradle large modules and individually adjust each leg's extension for easy leveling.",AA_T99_Parking,NYI,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-cradle-25-1,BR-2 Adjustable Base Cradle,Kerbalmax Industries,"Mounting a pair of legs with a 2.5m spacing, this mount can cradle medium modules and individually adjust each leg's extension for easy leveling.",AA_T99_Parking,NYI,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-cradle-375-1,BR-3 Adjustable Base Cradle,Kerbalmax Industries,"Mounting a pair of legs with a wide spacing (3.75m, in fact), this mount can cradle large modules and individually adjust each leg's extension for easy leveling.",AA_T99_Parking,NYI,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-cradle-5-1,BR-4 Adjustable Base Cradle,Kerbalmax Industries,"Mounting a pair of legs with a very wide spacing of a whole 5m, this mount can cradle extra-large modules and individually adjust each leg's extension for easy leveling.",AA_T99_Parking,NYI,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cargo-25-1,PPD-TRUSS Storage Module,Kerbalmax Industries,The larger PPD-series storage modules can contain a lot of utility parts and stow many things on orbit. Doors with well-machined handles allow access to these... things.,AA_T99_Parking,NYI,Payload,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cargo-25-2,PPD-TRUSS-S Storage Module,Kerbalmax Industries,The larger PPD-series storage modules can contain a lot of utility parts and stow many things on orbit. This model is shorter and has two less doors.,AA_T99_Parking,NYI,Payload,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-attach-375-1,PXL-AR Pressurized Radial Attachment Module,Kerbalmax Industries,"For when you need to connect a really large tube to another really large tube. Oh, and air is a requirement.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-375-1,PXL-T1 Pressurized Crew Tube,Kerbalmax Industries,"Large and structurally solid, the PXL-T series is the last word in pressurized spacecraft spines. This model is very large. Has integrated EVA rails.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-375-2,PXL-T2 Pressurized Crew Tube,Kerbalmax Industries,"Large and structurally solid, the PXL-T series is the last word in pressurized spacecraft spines. This model is medium-sized. Has integrated EVA rails.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-375-3,PXL-T3 Pressurized Crew Tube,Kerbalmax Industries,"Large and structurally solid, the PXL-T series is the last word in pressurized spacecraft spines. This model is petite. Has integrated EVA rails.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-sphere-1875-1,FL-TX220-R Hemispherical Liquid Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Hey, it's a round, hemispherical tank carrying rocket fuel - also available in several colours.",AA_5_Soviet_Soyuz,AA_5_Soviet_Soyuz,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-1875-4,FL-X220 Liquid Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Diminutively sized, this tank nevertheless can provide sufficient impulse for a well-conceived or spur of the moment burn.",AA_4_Soviet_Voskhod,AA_4_Soviet_Voskhod,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-adapter-1875-125-2,FL-XA160 Fuel Tank Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Much like its larger brother, this part steps from 1.25m to 1.875m and is chock full of craft-grade rocket fuel.",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngine3_v2,"LV-909 ""Terrier"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The 909 model was initially received with some skepticism by spacecraft engineers, as it defied the long-standing convention that ""More Power!"" is always better. Despite this, the 909 series has found its place in the spacecraft construction world, being particularly useful as a final stage and landing engine.",AA_3_Rocket_Orbital_Rocketry,AA_3_Rocket_Orbital_Rocketry,Engine,Small,1.25,bulkheadProfiles,False,
Squad,radialLiquidEngine1-2,"Mk-55 ""Thud"" Liquid Fuel Engine",Rockomax Conglomerate,"After an intensive search for an engineer crazy enough to plan and build a revolutionary new engine type, researchers turned to renowned engineer Eumon Kerman, one of the top minds in the industry. He failed miserably at the job, and this is what we ended up with. Hey, at least it works well with other large (Rockomax) engines when you want more control. Sorry, no combo deals.",AA_5_NASA_Gemini,AA_5_NASA_Gemini,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,fuelTank,FL-T400 Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The FL series was received as a substantial upgrade over previous fuel containers used in the Space Program, generally due to its ability to keep the fuel unexploded more often than not. Fuel tanks are useless if there isn't a Liquid Engine attached under it. They can also be stacked with other fuel tanks to increase the amount of fuel for the engine below.",AA_3_Rocket_Small_Rockets,AA_3_Rocket_Small_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,fireworksLauncherBig,Starshot-32,Reaction Systems Ltd,"Jebediah Kerman eats danger for breakfast, lunch, and dinner at his day job as the KSC resident daredevil pilot. But what does he do when he wants to relax on the weekends? He fills firework canisters at his state of the art junkyard facility.\n\nThe Starshot-32 is a large firework launcher, if this one goes off at the wrong time you may be looking for more than just a refund.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,fireworksLauncherSmall,Starshot-8,Reaction Systems Ltd,"Jebediah Kerman eats danger for breakfast, lunch, and dinner at his day job as the KSC resident daredevil pilot. But what does he do when he wants to relax on the weekends? He fills firework canisters at his state of the art junkyard facility.\n\nThe Starshot-8 has enough fireworks for a quickshow - or you can set up an array of them to really rival the big bangs on the launchpad. Guaranteed to go off when you want them to or the next one is half off.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngine3,"LV-909 ""Terrier"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The 909 model was initially received with some skepticism by spacecraft engineers, as it defied the long-standing convention that ""More Power!"" is always better. Despite this, the 909 series has found its place in the spacecraft construction world, being particularly useful as a final stage and landing engine.",AA_T99_Parking,NYI,none,Small,1.25,bulkheadProfiles,True,category=none
Squad,fuelTank,FL-T400 Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The FL series was received as a substantial upgrade over previous fuel containers used in the Space Program, generally due to its ability to keep the fuel unexploded more often than not. Fuel tanks are useless if there isn't a Liquid Engine attached under it. They can also be stacked with other fuel tanks to increase the amount of fuel for the engine below.",AA_3_Rocket_Small_Rockets,AA_3_Rocket_Small_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size1p5_Size1_Adapter_02,FL-A151S Fuel Tank Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,These fuel-filled adapters come in a variety of sizes for connecting larger and smaller tanks.,AA_3_Soviet_Vostok,AA_3_Soviet_Vostok,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size1p5_Tank_01,FL-TX220 Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Designed as an intermediary tank between the smaller FL-T series and the larger Rockomax tanks, the FL-TX series helps you get just the right amount of boom.",AA_2_Soviet_Fellow_Traveler,AA_2_Soviet_Fellow_Traveler,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,ISRU,Convert-O-Tron 250,Kerbodyne,"This mobile processing plant can take raw materials containing even trace amounts of oxygen and hydrogen, and crack them into useful fuel products.  When operated by a skilled engineer, you will be able to operate with better efficiency.  These modules operate best at their ideal operating temperatures, and feature auto-shutdown in the event of excessive overheating.  Radiators can be used to help manage excessive heat.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,MiniDrill,Drill-O-Matic Junior' Mining Excavator,Kerbodyne,"A smaller version of the popular Drill-O-Matic, this drill is designed to help extract valuable resources from the crust of planets and asteroids.  Unlike its larger cousin, this smaller model is only suitable for ore concentrations in excess of 2.5%.  When operated by a skilled engineer, you will be able to operate with better efficiency.  These modules operate best at their ideal operating temperatures, and feature auto-shutdown in the event of excessive overheating.  Radiators can be used to help manage excessive heat.",AA_3_Rover_FieldOps,AA_3_Rover_FieldOps,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,MiniISRU,Convert-O-Tron 125,Kerbodyne,"A smaller version of Kerbodyne's mobile processing plant, this module can take raw materials containing even trace amounts of oxygen and hydrogen, and crack them into useful fuel products.  When operated by a skilled engineer, you will be able to operate with better efficiency.  While this smaller model is lighter than its bigger cousin, it is less efficient, and not designed for long-term operations.  These modules operate best at their ideal operating temperatures, and feature auto-shutdown in the event of excessive overheating.  Radiators can be used to help manage excessive heat.",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
Squad,RadialDrill,Drill-O-Matic' Mining Excavator,Kerbodyne,"Designed to help extract valuable resources from the crust of planets and asteroids, the Drill-O-Matic uses a rotary drill combined with an internal transfer auger to pull crushed regolith into holding tanks for later processing.  When operated by a skilled engineer, you will be able to operate with better efficiency.  These modules operate best at their ideal operating temperatures, and feature auto-shutdown in the event of excessive overheating.  Radiators can be used to help manage excessive heat.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,RadialOreTank,Radial Holding Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"A small radial tank for storing raw materials, or possibly spare snacks.",AA_3_Rover_FieldOps,AA_3_Rover_FieldOps,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,SmallTank,Small Holding Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"A small tank for storing raw materials, or possibly spare snacks.",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,sensorGravimeter,GRAVMAX Negative Gravioli Detector,Probodobodyne Inc,"A device for capturing and measuring the elusive Negative Gravioli Particle, used for determining the precise strength of gravitational fields. Warranty void if used to detect Positive Gravioli Particles.",AA_8_Science_HighEndScience,AA_8_Science_HighEndScience,Science,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,DeployedIONExp,Ionographer PD-22,Ionic Symphonic Protonic Electronics,"Normally in the business of building things that emit tons of Ions, ISPE has instead turned their hands to this nifty little gadget that helps detect them. \n\nWas it because of their devotion to the expansion of our universe? Or does it have something to do with the special, free filters they built meant to help 'screen out erroneous signals from nearby ion-generating devices'.\n\nNote: Please allow trained Scientists to deploy for best results. <color=orange>Needs a deployed power unit & central station to operate.</color>",AA_7_Science_ShuttleMaterials,AA_7_Science_ShuttleMaterials,Cargo,,,,False,
SquadExpansion,RobotArmScanner_S3,OP-E Large Scanning Arm,Experimental Engineering Group,"The Experimental Engineering Group's marketing department claims this is another once-in-a-lifetime achievement. We're starting to get suspicious!\n\nNonetheless, this even larger rover arm has four separate instruments, and we can't think of what else they might add, so this is probably the top of the line model from them.",AA_7_Rover_RuggedSystems,AA_7_Rover_RuggedSystems,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-aquaculture-375-1,PXL-F15H Aquaculture Module,Kerbalmax Industries,"For additional variety in food production and radiation protection, Kerbalmax has designed the weighty acquculture module. Various tanks hold delicious morsels ranging from smelt, through blowfish, to shramp. Hopefully using radiation shielding as a growing medium won't have any side effects. Has integrated EVA rails.",AA_T99_Parking,NYI,Science,XL,3.75,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cupola-375-1,PXL-9 'Vista' Astrogation Module,Kerbalmax Industries,"Useful for observing planets, spotting stars and just overall increasing your ship's total window count. Functions as both an observation center and a basic control room. Has integrated EVA rails.",AA_T99_Parking,NYI,Pods,XL,3.75,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-greenhouse-375-1,PXL-R4NCH-3R Hydroponics Module,Kerbalmax Industries,This wide greenhouse module can supply several Kerbals with a sufficient supply of kale to make them wish they didn't have a supply of kale. Has integrated EVA rails.,AA_T99_Parking,NYI,Science,XL,3.75,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-lab-375-1,PXL-2 'Fate' Deep-Space Laboratory Module,Kerbalmax Industries,Doing science in deep space is pretty much the same as doing science in regular space. This well-appointed lab was recently renovated with a full remodel - the owner has added an experiment airlock to complement the modern facilities. Has integrated EVA rails.,AA_T99_Parking,NYI,Science,XL,3.75,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cupola-greenhouse-125-1,PAS-G 'G4RD3N' Hydroponics Cupola,Post-Kerbin Mining Corporation,"A miniaturized hydroponics capsule from growing decorative or even editable plants, if you have enough intestinal fortitude.",AA_T99_Parking,NYI,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cupola-telescope-125-1,PAS-T 'Oculus' Remote Telescope,Post-Kerbin Mining Corporation,A small remotely operated telescope enclosed in a protective cupola. Study the stars or nearby planets from the (relative) safety of your own command capsule.,AA_T99_Parking,NYI,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-dome-5-1,SDV-G1 'Tholos' Geodesic Dome,Kerbalmax Industries,"The G1 is a novel geodesic dome and is a blank canvas for whatever you want to install inside it. Optionally, up to four attach nodes can be installed at cardinal points for connecting airlocks and other base equipment.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-dome-cupola-5-1,SDV-G4 'Astrolabe' Observation Dome,Kerbalmax Industries,"Observation dome with special holographic projection equipment for charting courses, reading horoscopes and high-fidelity virtual reality gaming. Can also be used by a probe control point, holding up to two kerbals. Retains the G1's quartet of optional attach points.",AA_T99_Parking,NYI,Pods,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-dome-greenhouse-5-1,SDV-G2 'Villa' Cultivation Dome,Kerbalmax Industries,"Installing various hydroponics equipment into a G1 dome creates quite the garden paradise. Can be tended by up to two Kerbals, assuming they don't pilfer the fish from the aquaponics loop. Retains the G1's quartet of optional attach points.",AA_T99_Parking,NYI,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-dome-habitation-5-1,SDV-G3 'Domus' Habitation Dome,Kerbalmax Industries,The G3 is formed by adding habitation equipment and luxury teak decking to a G1 dome. This model can house up to six happy Kerbals. Retains the G1's quartet of optional attach points.,AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-drone-core-0625-1,RC-XS1 Remote Guidance Unit,STEADLER Engineering Corps,"The smallest remote guidance unit may be tiny, but it'll get you to where you need to go eventually.",AA_T99_Parking,NYI,Pods,Tiny,0.625,bulkheadProfiles,False,
ReStockPlus,restock-drone-core-1875-1,RC-M001 Remote Guidance Unit,STEADLER Engineering Corps,"This unit has a low sentience quotient, so you probably won't need to be careful about leaving the pod bay doors open all the time.",AA_T99_Parking,NYI,Pods,Medium,1.875,bulkheadProfiles,False,
SCANsat,scansat-multi-msi-1,MS-2A Advanced Multispectral Scanner,SCAN: Scientific Committee on Advanced Navigation,"Examining the optical wavelengths in a number of spectral channels, the advanced scanner model produces low-detail colour images, biome maps and resource distributions. Uses a small amount of power, and only operates in daylight.",AA_6_Science_ScansatAdvanced,AA_6_Science_ScansatAdvanced,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,probeStackSmall,RC-001S Remote Guidance Unit,STEADLER Engineering Corps,"The STEADLER RGU core is one of the most complete command units available to date, featuring all the latest guidance systems, plus its own internal set of Reaction Wheels. STEADLER claims this is the closest one can get to a fully self-contained spacecraft. (Some assembly required. Spacecraft sold separately)",AA_9_Probe_Remote_Guidance_Systems,AA_9_Probe_Remote_Guidance_Systems,Pods,Small,1.25,bulkheadProfiles,False,
Squad,HECS2_ProbeCore,Probodobodyne HECS2,Probodobodyne Inc,"A larger probe core based on the popular HECS design. With integrated battery banks, specialized flight controls, and a built-in reaction wheel, the HECS2 is a suitable probe core for more advanced satellites.",AA_7_Probe_Large_Probe_Cores,AA_7_Probe_Large_Probe_Cores,Pods,Small,1.25,bulkheadProfiles,False,
Squad,HECS2_ProbeCore,Probodobodyne HECS2,Probodobodyne Inc,"A larger probe core based on the popular HECS design. With integrated battery banks, specialized flight controls, and a built-in reaction wheel, the HECS2 is a suitable probe core for more advanced satellites.",AA_7_Probe_Large_Probe_Cores,AA_7_Probe_Large_Probe_Cores,none,Small,1.25,bulkheadProfiles,True,category=none
ReStockPlus,restock-nosecone-1875-1,Protective Rocket Nose Mk18,Kerbodyne,"Discontinued due to component shortages. For capping off those medium size boosters, you can't beat the Mark 18, unless you're the Mark 19.",AA_T99_Parking,NYI,none,Radial,,attachRules/bulkheadProfiles,True,category=none
Squad,airScoop,XM-G50 Radial Air Intake,Vac-Co Advanced Suction Systems,"An intake duct version that can be mounted at the sides of a fuselage. Warranty does not cover engine flame-outs or any objects, inanimate or otherwise, sucked in by the intake. Optimized for subsonic flight.",AA_3_Aircraft_Subsonic_Jets,AA_3_Aircraft_Subsonic_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,CircularIntake,Circular Intake,C7 Aerospace Division,"A proper turbofan intake, not only provides oxygen to air breathing engines, it pulls in twice as much air than those puny air scoops from Vac-Co. Optimized for subsonic flight.",AA_3_Aircraft_Subsonic_Jets,AA_3_Aircraft_Subsonic_Jets,Aero,Small,1.25,bulkheadProfiles,False,
Squad,noseConeAdapter,NCS Adapter,C7 Aerospace Division,The base of C7 Aerospace's Nose Cone system (NCS),AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,standardNoseCone,Small Nose Cone,C7 Aerospace Division,An aerodynamic nose cap.,AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,airplaneTailB,Tail Connector B,WinterOwl Aircraft Emporium,This raised variant of our popular airplane tail provides a lot of ground clearance during take-off.,AA_4_Aircraft_Supersonic_Jets,AA_4_Aircraft_Supersonic_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,wingConnector,Wing Connector Type A,C7 Aerospace Division,A vaguely wing shaped board. Use at your own risk.,AA_2_Aircraft_Design,AA_2_Aircraft_Design,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,wingConnector3,Wing Connector Type C,C7 Aerospace Division,A vaguely wing shaped board.,AA_2_Aircraft_Design,AA_2_Aircraft_Design,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,structuralWing2,Structural Wing Type B,C7 Aerospace Division,"This wing has been constructed out of surplus wing components. Comes complete with ""like new"" finish.",AA_2_Aircraft_Design,AA_2_Aircraft_Design,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,sweptWing2,Swept Wing Type B,C7 Aerospace Division,"This wing has been constructed from surplus wing components. Comes complete with ""like new"" finish.",AA_3_Aircraft_Subsonic_Jets,AA_3_Aircraft_Subsonic_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,Mark2Cockpit,Mk1 Inline Cockpit,C7 Aerospace Division,A next generation inline cockpit. Designed for sleek high speed aircraft.,AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Pods,Small,1.25,bulkheadProfiles,False,
Squad,JetEngine,"J-33 ""Wheesley"" Turbofan Engine",C7 Aerospace Division,A high bypass turbofan engine. This engine works best at low cruising speeds and altitudes.,AA_3_Aircraft_Subsonic_Jets,AA_3_Aircraft_Subsonic_Jets,Engine,Small,1.25,bulkheadProfiles,False,
Squad,nacelleBody,Engine Nacelle,C7 Aerospace Division,"The Engine Nacelle is a self-contained solution for powering air-breathing engines. It includes some reserve fuel, making it a very practical option. C7 Engineers assure us that these units are quite safe, and that the dents and burn marks will give yours a more unique look. Optimized for subsonic flight; includes very powerful static suction.",AA_3_Aircraft_Subsonic_Jets,AA_3_Aircraft_Subsonic_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,standardNoseCone,Small Nose Cone,C7 Aerospace Division,An aerodynamic nose cap.,AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,FanShroud_01,S-062 Fan Shroud,WinterOwl Aircraft Emporium,This aesthetically pleasing shroud is for a small ducted fan engine.\n\nHelps reduce the incidence of air crew incidents with them by over 5%!,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,noseconeTiny,Tiny Nosecone,C7 Aerospace Division,"A tiny nosecap for important, but small applications.\n\nDo not let Jeb borrow it to use as a hat.",AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,noseconeVS,Very Small Nosecone,C7 Aerospace Division,A small nosecap for aerodynamic streamlining. Its primary use is for rotors.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,mediumFanBlade,R-12 Ducted Fan Blade,WinterOwl Aircraft Emporium,This medium ducted fan propeller can push a lot of air through a small space.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,mediumHeliBlade,Helicopter Blade Type B,WinterOwl Aircraft Emporium,Rockets aren't the only way to go up. This medium helicopter-style rotor can create lift whenever there's enough atmospheric pressure.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,mediumPropeller,Propeller Blade Type B,WinterOwl Aircraft Emporium,This blade part can be used to convert lift into thrust if you spin it fast enough. The advanced user can even find this useful on other planets with an atmosphere.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,RotorEngine_02,R121 Turboshaft Engine,C7 Aerospace Division,This strong turbine engine consumes liquid fuel and outputs angular acceleration. Also emits a pleasently high pitched whine.,AA_T99_Parking,NYI,Robotics,Radial,,attachRules/bulkheadProfiles,False,
Squad,RAPIER,CR-7 R.A.P.I.E.R. Engine,C7 Aerospace Division and Rockomax Conglomerate,"The R.A.P.I.E.R. (Reactive Alternate-Propellant Intelligent Engine for Rockets) is a joint venture between C7 Aerospace and the Rockomax Conglomerate. Designed to fill a gap in the design requirements for sustainable single stage to orbit aircraft, this engine combines the best of rocket and air-breathing thrust technology.",AA_10_Aircraft_AdvancedSSTO,AA_10_Aircraft_AdvancedSSTO,Engine,Small,1.25,bulkheadProfiles,False,
Squad,mk2DroneCore,MK2 Drone Core,C7 Aerospace Division,"After extensive research and testing to improve the safety factor of next-generation modules for their Mk2 series, engineers at C7 Aerospace got fed up with having to constantly find new recruits willing to test their prototypes, and decided to develop an autonomous AI capable of doing the same job, only with a lot less screaming over the comms link. This was met with divided opinions, some criticizing C7 as taking the ""booooring"" route, others praising them for the innovation, while yet others reacted by shutting themselves in bunkers in anticipation of the time when these units will gain sentience and turn on their creators. C7 has vehemently denied any involvement in all sentient-AI-related catastrophes so far.",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Pods,MK2,,bulkheadProfiles,False,
Squad,commDish,Communotron 88-88,Ionic Symphonic Protonic Electronics,"The Communotron 88-88 directional antenna allows for far more reliable communication at longer ranges than previous models. This is thanks in part to its patented parabolic folding design, which our research team maintains was not inspired by an umbrella.",AA_6_Communication_DeepSpace_Systems,AA_6_Communication_DeepSpace_Systems,Communication,Radial,,attachRules/bulkheadProfiles,False,
Squad,RelayAntenna100,RA-100 Relay Antenna,Ionic Symphonic Protonic Electronics,A relay antenna with automatic store and forward capabilities as well as advanced pathfinding algorithms.,AA_8_Communication_UltraDeepSpace,AA_8_Communication_UltraDeepSpace,Communication,Radial,,attachRules/bulkheadProfiles,False,
Squad,sweptWing,Swept Wings,WinterOwl Aircraft Emporium,"A prototype swept back wing, part of our ""Let's Fly"", line. Made of light weight composite materials. Guaranteed to generate lift, not guaranteed to ensure crew safety.",AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,tailfin,Tail Fin,C7 Aerospace Division,This tailfin has passed extensive modeling in our patented P.A.S system.(Paper Airplane Simulation). This fin has been blunted to prevent accidental dismemberment of installing technicians.,AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,airplaneTail,Tail Connector A,WinterOwl Aircraft Emporium,"A simple aerodynamic tail for aircraft. Designed to fit onto all standard 1.25m attachments, this part is the embodiment of our ""Let's Fly"", line of parts.",AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,miniIntake,Small Circular Intake,C7 Aerospace Division,"A must-have for air breathing engines, this intake duct will pull in outside air to run turbine engines on, as long as there is any outside air to begin with, of course. Optimized for subsonic flight.",AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Aero,Tiny,0.625,bulkheadProfiles,False,
Squad,wingConnector2,Wing Connector Type B,C7 Aerospace Division,A vaguely wing shaped board. Use at your own risk.,AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,wingConnector5,Wing Connector Type E,C7 Aerospace Division,Found in a trash bin next to a wing factory.,AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,StandardCtrlSrf,Elevon 1,C7 Aerospace Division,"Made from the finest materials at hand, these flight surfaces are guaranteed to operate while attached to the craft. However studies have shown that a lack of atmosphere *may* slightly impede function. No refunds.",AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,structuralWing3,Structural Wing Type C,C7 Aerospace Division,"This wing has been constructed out of surplus wing components. Comes complete with ""like new"" finish.",AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,Mark1Cockpit,Mk1 Cockpit,C7 Aerospace Division,C7 Aerospace is proud to present our second generation cockpit. This unit is equipped to ensure survival in some of the worst conditions possible. The extra re-enforcement has slightly increased the weight.,AA_1_Aircraft_Expansion,AA_1_Aircraft_Expansion,Pods,Small,1.25,bulkheadProfiles,False,
Squad,miniJetEngine,"J-20 ""Juno"" Basic Jet Engine",C7 Aerospace Division,"A small turbojet. Not very efficient, anemic thrust, but hey--it's cheap! And it's so cute...look at the little thing!",AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Engine,Tiny,0.625,bulkheadProfiles,False,
Squad,miniFuselage,Mk0 Liquid Fuel Fuselage,C7 Aerospace Division,A small container for jet fuel.,AA_0_Aircraft_First_Flight,AA_0_Aircraft_First_Flight,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
